Issue Number,Alarm Severity,Status,Event Title,Airtel Site ID,ISM,ATC ID,Cluster,Regional Manager,Alarm Start Time,Alarm Cleared Time,DURATION,MTTR,MTTR RANGE,Root Cause,Specific Cause,Underlying Cause,Closing Details,Site Issue Type,ATC CLASS,AIRTEL CLASS,AIRTEL REGION,key
28639142,Closed,Major,SITE DOWN AT KG0005,KG0005,I-ENG,402309,Kabba,Uche Obasi,13/07/2024 05:48,13/07/2024 08:00,132.0000000006985,2.200000000011641,2hrs - 4hrs,Power,Fuel Outage,Low Fuel,"LOW DEISEL PRESSURE DEISEL WAS TOPPED DL 235, RH18,380",Incident,Platinum,Platinum,NORTH WEST,28639142_2024-07-13 05:48:00
28639029,Closed,Major,SITE DOWN AT KG0097,KG0097,I-ENG,402372,Idah,Uche Obasi,13/07/2024 02:37,13/07/2024 06:55,258.0,4.300000000046566,>4hrs,Power,DG Fault,AVR Fault,FAULTY AVR / AVR WAS BY EXCITED AND DG POWERED. DL 329L RH 8948,Incident,Gold,Gold,NORTH WEST,28639029_2024-07-13 02:37:00
28638984,Closed,Major,SITE DOWN AT SK0020,SK0020,I-ENG,404447,Sokoto Ilela,John  Adejo,13/07/2024 01:41,13/07/2024 02:19,37.99999999813736,0.6333333333022892,<2hrs,Power,DC Power,Software Fault,"PARTIAL LOAD DISCONNECT DUE TO FAULTY CSU, IT WAS RESET, DL : 438 ; RH : 1527",Incident,Platinum,Platinum,NORTH WEST,28638984_2024-07-13 01:41:00
28638965,Closed,Major,SITE DOWN AT KN0011,KN0011,I-ENG,402410,Sabon Gari,Usman Shaibu,13/07/2024 01:30,13/07/2024 02:44,74.00000000023283,1.2333333333372138,<2hrs,Power,DG Fault,Faulty Priming Pump,FAULTY INJECTOR PUMP WAS WORKED ON DL 1335 RH 13226,Incident,Platinum COLO,Platinum,NORTH EAST,28638965_2024-07-13 01:30:00
28638955,Closed,Major,SITE DOWN AT NI0569,NI0569,I-ENG,627012,Tegina,Yusuf Abdullahi,13/07/2024 01:17,13/07/2024 08:20,422.99999999580905,7.049999999930151,>4hrs,Power,DG Fault,Faulty Control Panel,"ACCESS DENIED BY MILITARY CHECK POINT AT MIUJUIR, TEGINA/EXPRESSWAY, ACCESS WILL BE GRANTED AT 6:00AM /RS RAPHEAL CONFIRMED FAULTY DG GOVERNOR CONTROLLER, MDG WAS USED TO POWER SITE_x000D_
_x000D_
DL:768_x000D_
 GRH:21098",Incident,Silver,Silver,NORTH WEST,28638955_2024-07-13 01:17:00
28638770,Closed,Major,SITE DOWN AT KB0349,KB0349,I-ENG,405382,Jega,John  Adejo,13/07/2024 00:59,13/07/2024 01:19,19.999999991850927,0.3333333331975154,<2hrs,Power,DG Fault,DC Breaker Fault|Overloaded DC Breaker,TRIPPED DG BREAKER WAS ENABLED DL 621 RH 5731,Incident,Platinum COLO,Silver,NORTH WEST,28638770_2024-07-13 00:59:00
28638814,Closed,Major,SITE DOWN AT NI0223 (MTN),NI0223,I-ENG,406684,Minna 1,Yusuf Abdullahi,13/07/2024 00:03,13/07/2024 05:40,336.9999999983702,5.616666666639503,>4hrs,Power,DG Fault,DC Breaker Fault|Overloaded DC Breaker,TEAM CONFIRM SITE LOCATED INSIDE ESTATE// TRIPPED DG BREAKER WAS ENABLED DL 424 RH 5136,Incident,Silver,Silver,NORTH WEST,28638814_2024-07-13 00:03:00
28637830,Closed,Major,SITE DOWN AT SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,13/07/2024 00:00,13/07/2024 07:55,474.9999999976717,7.916666666627862,>4hrs,Power,DG Fault,Generator Failure,"DG MAJOR FAULT, SITE POWERED ON BUB",Incident,Platinum COLO,Silver,NORTH WEST,28637830_2024-07-13 00:00:00
28670392,Closed,Major,SITE DOWN @ KG0024,KG0024,I-ENG,402328,Okene,Uche Obasi,14/07/2024 23:18,14/07/2024 23:59,41.98333333013579,0.6997222221689299,<2hrs,Power,ATS Fault,Contactor Fault,"Freeze gave contactor Was Worked On DL 1164, RH 3946",Incident,Silver,Silver,NORTH WEST,28670392_2024-07-14 23:18:00
28668961,Closed,Major,SITE DOWN@ZM0339,ZM0339,I-ENG,408460,Gusau,Ibrahim Lawan,14/07/2024 22:30,14/07/2024 23:10,40.00000000465661,0.6666666667442769,<2hrs,Power,DC Power,LIB Fault|Faulty LIBs,"FSE DUADA CONFIRMED FAULTY LIB BATTERY, IT WAS WORKED ON_x000D_
DL:1209_x000D_
GRH:14596",Incident,Platinum COLO,Silver,NORTH WEST,28668961_2024-07-14 22:30:00
28668548,Closed,Major,SITE DOWN@NI0569,NI0569,I-ENG,627012,Tegina,Yusuf Abdullahi,14/07/2024 22:15,14/07/2024 23:59,104.98333332594484,1.749722222099081,<2hrs,Power,DG Fault,AVR Fault,"RS RAPHEAL CONFIRMED FAULTY AVR, IT WAS POWERCYCLED_x000D_
DL;700_x000D_
GRH:21133",Incident,Silver,Silver,NORTH WEST,28668548_2024-07-14 22:15:00
28666657,Closed,Major,SITE DOWN@NI0064,NI0064,I-ENG,403450,Kontagora2,Yusuf Abdullahi,14/07/2024 20:45,14/07/2024 23:00,135.0,2.25,2hrs - 4hrs,Power,DG Fault,Generator Fault,"RS COSMOS CONFIRMED WEAK DG, PRIME TO START_x000D_
DL:1086_x000D_
GRH:18904",Incident,Platinum COLO,Gold,NORTH WEST,28666657_2024-07-14 20:45:00
28666764,Closed,Major,SITE DOWN@KD0101,KD0101,I-ENG,402209,Kachia Road,Emmanuel Okolo,14/07/2024 19:59,14/07/2024 20:51,52.000000001862645,0.8666666666977108,<2hrs,Power,DG Fault,Weak/Faulty LABs,"RS EZZUDEEN CONFIRMED FLAT DG BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE_x000D_
DL...1423_x000D_
GRH......5667",Incident,Platinum COLO,Silver,NORTH WEST,28666764_2024-07-14 19:59:00
28665298,Closed,Major,SITE DOWN@AB1214,AB1214,I-ENG,408102,Apo,Uche Obasi,14/07/2024 18:43,14/07/2024 19:14,30.99999999627471,0.5166666666045785,<2hrs,Power,DG Fault,AVR Fault,FAULTY AVR / AVR WAS BY PAASED AND DG POWERED. DIESEL LEVEL 897L RH5038,Incident,Silver,Silver,NORTH WEST,28665298_2024-07-14 18:43:00
28662547,Closed,Major,SITE DOWN@ZM0339,ZM0339,I-ENG,408460,Gusau,Ibrahim Lawan,14/07/2024 15:48,14/07/2024 16:22,33.99999999557622,0.566666667,<2hrs,Power,DC Power,LIB Fault|Faulty LIBs,"LIB ALARM, ALARM WAS CLEARED AND DG POWERED/DL 1229L RH 14592",Incident,Platinum COLO,Silver,NORTH WEST,28662547_2024-07-14 15:48:00
28662357,Closed,Major,SITE DOWN@AB0657,AB0657,I-ENG,628466,JAHI/KUBWA RD,Uche Obasi,14/07/2024 15:30,14/07/2024 17:06,95.99999999860302,1.599999999976717,<2hrs,Power,ATS Fault,Faulty DG Contactor,GCB(GAVE CONTACTOR BREAKER) FAILED ALARM/ ALARM WAS CLEARED AND DG POWERED/ SITE NOT VISIBLE ON GALOOLI,Incident,Silver,Silver,NORTH WEST,28662357_2024-07-14 15:30:00
28655742,Closed,Major,SITE DOWN AT KD0395,KD0395,I-ENG,402238,Birnin Gwari,Emmanuel Okolo,14/07/2024 08:34,14/07/2024 11:21,166.99999999953434,2.7833333333255723,2hrs - 4hrs,Power,DC Power,DC Breaker Fault|Tripped DCDB Breaker,Tripped DCDB BREAKER. team could not access it due to the padlock not opening. It had to be bypassed in the interim,Incident,Platinum COLO,Silver,NORTH WEST,28655742_2024-07-14 08:34:00
28652201,Closed,Major,SITE DOWN AT KN0244 + 1,KN0244,I-ENG,402526,Kano 6,Usman Shaibu,14/07/2024 05:14,14/07/2024 05:47,33.00000000279397,0.5500000000465661,<2hrs,Power,DC Power,LIB Fault|Malfunctioning LIBs,ALARM ON LIB BATTERY WAS CLEARED DL 258 RH 8582,Incident,Silver,Silver,NORTH EAST,28652201_2024-07-14 05:14:00
28652235,Closed,Major,SITE DOWN AT KN1061,KN1061,I-ENG,629402,Sabon Gari,Usman Shaibu,14/07/2024 05:08,14/07/2024 06:13,65.0,1.0833333333721384,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMP. DUE TO LOW WATER IN THE RADIATOR, WATER WAS TOPPED DL 379 RH 336",Incident,Silver,Silver,NORTH EAST,28652235_2024-07-14 05:08:00
28650614,Closed,Major,SITE DOWN AT KD0306,KD0306,I-ENG,404916,Kafanchan 1,Emmanuel Okolo,14/07/2024 02:24,14/07/2024 05:17,172.99999999813735,2.883333333302289,2hrs - 4hrs,Power,Theft,Battery Theft,"STOLEN DG BATTERY, EXTERNAL WAS USE TO POWER SITE, RH : 10426",Security,Platinum COLO,Silver,NORTH WEST,28650614_2024-07-14 02:24:00
28649938,Closed,Major,SITE DOWN AT KG0549,KG0549,I-ENG,408604,Idah,Uche Obasi,14/07/2024 00:36,14/07/2024 02:02,85.99999999743886,1.4333333332906475,<2hrs,Power,DG Fault,Fuel System Fault,"WATER INGRESS IN FUEL SYSTEM WAS FLUSHED OUT, DL: 2649 ; RH : 8725",Incident,Silver,Silver,NORTH WEST,28649938_2024-07-14 00:36:00
28648800,Closed,Major,SITE DOWN AT KN0734,KN0734,I-ENG,408473,Kano 4,Usman Shaibu,14/07/2024 00:05,14/07/2024 00:19,14.00000000372529,0.2333333333954215,<2hrs,Power,DG Fault,DG Hard Start,"DG FAILED TO START ALARM, ALARM WAS CLEARED AND DG POWERED DL 629 RH 13518",Incident,Platinum COLO,Silver,NORTH EAST,28648800_2024-07-14 00:05:00
28648615,Closed,Major,SITE DOWN AT NI0569,NI0569,I-ENG,627012,Tegina,Yusuf Abdullahi,14/07/2024 00:00,14/07/2024 07:30,450.0,7.5,>4hrs,Power,DG Fault,AVR Fault,"ACCESS DENIED AT MILITARY CHECK POINT ALONG KADUNA EXPRESSWAY, AT MIKUJURI DG FAULTY AVR WAS EXCITED, DG POWERED. DL= 721L DGRH=21121",Incident,Silver,Silver,NORTH WEST,28648615_2024-07-14 00:00:00
28693777,Closed,Major,SITE DOWN @ KD0819,KD0819,I-ENG,408157,Abuja Road,Emmanuel Okolo,15/07/2024 22:27,15/07/2024 22:35,7.999999994644895,0.1333333332440816,<2hrs,Power,DG Fault,Faulty Charging Alternator,"FAILED CHANGING ALTERNAOR WAS EXCITED DL 640, RH 20005",Incident,Platinum COLO,Silver,NORTH WEST,28693777_2024-07-15 22:27:00
28693392,Closed,Major,SITE DOWN@JG0255,JG0255,I-ENG,402054,Dutse,Usman Shaibu,15/07/2024 22:00,15/07/2024 22:10,10.000000001164151,0.1666666666860692,<2hrs,Power,DC Power,LIB Fault|Malfunctioning LIBs,"FSE ALIU CONFIRMED SYNC FAILURE FROM HYBRID/DG, AUTO RESTORED_x000D_
DL:668_x000D_
GRH:20188",Incident,Silver,Silver,NORTH EAST,28693392_2024-07-15 22:00:00
28695826,Closed,Major,SITE DOWN@KB0349,KB0349,I-ENG,405382,Jega,John  Adejo,15/07/2024 21:45,15/07/2024 21:55,10.000000001164151,0.1666666666860692,<2hrs,Power,DG Fault,AC Breaker Fault|Tripped Mains Circuit Breaker,BURNT DG CIRCUIT BREAKER WAS REPLACED,Incident,Platinum COLO,Silver,NORTH WEST,28695826_2024-07-15 21:45:00
28693428,Closed,Major,SITE DOWN @ FC5975,FC5975,I-ENG,405170,Apo,Uche Obasi,15/07/2024 21:44,15/07/2024 22:26,42.00000000069849,0.7000000000116415,<2hrs,Power,DG Fault,DG Starter Battery Fault,"HYBRID  SYNC FAILURE DUE TO DG FAIL TO START ALARM, IT WAS CLEARED AND DG POWERED DL 1051, RH 17368",Incident,Platinum COLO,Silver,NORTH WEST,28693428_2024-07-15 21:44:00
28693184,New,Major,SITE DOWN @  KD0842,KD0842,I-ENG,405267,Birnin Gwari,Emmanuel Okolo,15/07/2024 21:06,15/07/2024 23:59,173.98333333083428,2.8997222221805714,2hrs - 4hrs,Power,Other,,FLOOD AFFECTED THE MAIN ALTERNATOR,Incident,Platinum COLO,Silver,NORTH WEST,28693184_2024-07-15 21:06:00
28692772,Closed,Major,SITE DOWN @ KT0082 +SUBS,KT0082,I-ENG,402627,Katsina 2,Ibrahim Lawan,15/07/2024 20:48,15/07/2024 21:02,13.999999993247911,0.2333333332207985,<2hrs,Power,DC Power,LIB Fault|Faulty LIBs,"LIB ALARM WAS CLEARED AND DG POWERED DL 1370, RH 5527",Incident,Platinum COLO,Gold,NORTH WEST,28692772_2024-07-15 20:48:00
28693062,Closed,Major,SITE DOWN @ KD0101,KD0101,I-ENG,402209,Kachia Road,Emmanuel Okolo,15/07/2024 20:45,15/07/2024 23:59,194.98333332594484,3.2497222220990807,2hrs - 4hrs,Power,DG Fault,Water Pump Fault,"FAULTY WATER PUMP WAS REPLACED DL 1415, RH 5669",Incident,Platinum COLO,Silver,NORTH WEST,28693062_2024-07-15 20:45:00
28690893,Closed,Major,SITE DOWN@SK0455,SK0455,I-ENG,627621,Sokoto Ilela,John  Adejo,15/07/2024 19:22,15/07/2024 19:37,15.00000000698492,0.2500000001164153,<2hrs,Power,DG Fault,DG Coolant low,"LOW COOLANT LEVEL, COOLANT WAS TOPPED AND DG POWERED/DL 1193L RH 8294",Incident,Silver,Silver,NORTH WEST,28690893_2024-07-15 19:22:00
28690547,Closed,Major,SITE DOWN AT KD0101,KD0101,I-ENG,402209,Kachia Road,Emmanuel Okolo,15/07/2024 18:48,15/07/2024 19:33,45.0,0.75,<2hrs,Power,DG Fault,DG Oil,"DG LOW OIL PRESSURE ALARM DUE TO LOW OIL LEVEL. OIL VELEL WAS TOPPED, ALARM CLEARED, DG POWERED. DL=1420L DGRH=5668",Incident,Platinum COLO,Silver,NORTH WEST,28690547_2024-07-15 18:48:00
28690894,Closed,Major,SITE DOWN AT NI0063,NI0063,I-ENG,403449,Mokwa,Yusuf Abdullahi,15/07/2024 18:47,15/07/2024 22:00,193.0000000004657,3.216666666674428,2hrs - 4hrs,Power,DG Fault,Water Pump Fault,"RS COSMOS CONFIRMED FAULTY WATER PUMP, IT WAS WORKED ON PENDING REPLACEMENT_x000D_
DL:613_x000D_
GRH:12114",Incident,Platinum,Platinum,NORTH WEST,28690894_2024-07-15 18:47:00
28689854,Closed,Major,SITE DOWN@KG0087,KG0087,I-ENG,402371,Lokoja,Uche Obasi,15/07/2024 18:19,15/07/2024 18:59,40.00000000465661,0.6666666667442769,<2hrs,Power,DG Fault,DG Fuel Filter,"BLOCKED FUEL LINE // FUEL LINE WAS FLUSHED AND DG POWERED,  DL : 236L  RH : 14416",Incident,Platinum,Platinum,NORTH WEST,28689854_2024-07-15 18:19:00
28690066,Closed,Major,SITE DOWN AT KD0332,KD0332,I-ENG,402264,Kafanchan 2,Emmanuel Okolo,15/07/2024 17:00,15/07/2024 18:16,75.99999999627471,1.2666666666045785,<2hrs,Power,DG Fault,DG In stop Mode,DG FAIL TO START ALARM DUE TO  HYBRID SYNCHRONIZATION FAILURE FROM BATTERY TO DG DL=718L DGRH= 17554,Incident,Platinum COLO,Gold,NORTH WEST,28690066_2024-07-15 17:00:00
28687988,Closed,Major,SITE DOWN AT KT0028,KT0028,I-ENG,402560,Katsina Metro,Ibrahim Lawan,15/07/2024 16:47,15/07/2024 17:22,34.99999999883585,0.5833333333139308,<2hrs,Power,DC Power,Rectifier Fault|Controller Fault,FROZEN RECTIFIER CSU WAS RESET,Incident,Platinum COLO,Platinum,NORTH WEST,28687988_2024-07-15 16:47:00
28689790,Closed,Major,SITE DOWN AT KD0846,KD0846,I-ENG,408154,Kafanchan 2,Emmanuel Okolo,15/07/2024 16:46,15/07/2024 16:50,4.000000002561137,0.066666667,<2hrs,Power,DG Fault,DG AC Alternator fault,"DG FAULTY MAIN ALTERNATOR WAS WORKED ON, DG POWERED. DL= N/A DGRH= N/A",Incident,Platinum COLO,Silver,NORTH WEST,28689790_2024-07-15 16:46:00
28677777,Closed,Major,SITE DOWN AT KD0842,KD0842,I-ENG,405267,Birnin Gwari,Emmanuel Okolo,15/07/2024 08:57,15/07/2024 09:23,26.000000000931323,0.4333333333488554,<2hrs,Power,DC Power,LIB Fault|Tripped LIB Breakers,TRIPPED LIB BREAKER WAS ENABLED,Incident,Platinum COLO,Silver,NORTH WEST,28677777_2024-07-15 08:57:00
28677902,Closed,Major,SITE DOWN AT KD0329,KD0329,I-ENG,402263,Pambegwa,Emmanuel Okolo,15/07/2024 08:52,15/07/2024 09:40,48.00000000977889,0.8000000001629815,<2hrs,Power,DG Fault,DG Starter Battery Fault,"DG FAULTY STARTER BATTERY, EXTERNAL BATTERY WAS USED DL=644 DGRH=15952",Incident,Silver,Silver,NORTH WEST,28677902_2024-07-15 08:52:00
28677606,Closed,Major,SITE DOWN AT KB0407,KB0407,I-ENG,409327,Kebbi Metro,John  Adejo,15/07/2024 08:38,15/07/2024 10:30,111.9999999983702,1.866666666639503,<2hrs,Power,DG Fault,DG Starter Battery Fault,"DG FAULTY STARTER BATTERY FAULT, EXTERNAL BATTERY WAS USED, DG POWERED",Incident,Silver,Silver,NORTH WEST,28677606_2024-07-15 08:38:00
28677157,Closed,Major,SITE DOWN@AB0059,AB0059,I-ENG,400043,CBD,Uche Obasi,15/07/2024 08:26,15/07/2024 09:32,65.99999999511056,1.0999999999185093,<2hrs,Power,DC Power,Mains Fault|Unstable Grid,FLUCTUATING GRID DUE TO LOW PHASE VOLTAGE/ GRID WAS BYPASSED/DL 1123 RH 1662,Incident,Platinum,Platinum,NORTH WEST,28677157_2024-07-15 08:26:00
28677329,Closed,Major,SITE DOWN@KN0215,KN0215,I-ENG,402505,Rano,Usman Shaibu,15/07/2024 08:19,15/07/2024 10:21,121.99999999953434,2.0333333333255723,2hrs - 4hrs,Power,DG Fault,Mains Fault|Unstable Grid,Faulty gave contactor was bypassed,Incident,Silver,Silver,NORTH EAST,28677329_2024-07-15 08:19:00
28677365,Closed,Major,SITE DOWN AT KD0846,KD0846,I-ENG,408154,Kafanchan 2,Emmanuel Okolo,15/07/2024 07:46,15/07/2024 08:05,18.99999999906868,0.3166666666511446,<2hrs,Power,DG Fault,DG AC Alternator fault,"DG FAULTY MAIN ALTERNATOR WAS WORKED ON, DG POWERED. DL= N/A DGRH= N/A",Incident,Platinum COLO,Silver,NORTH WEST,28677365_2024-07-15 07:46:00
28674878,Closed,Major,SITE DOWN @ KD0842,KD0842,I-ENG,405267,Birnin Gwari,Emmanuel Okolo,15/07/2024 07:04,15/07/2024 07:46,42.00000000069849,0.7000000000116415,<2hrs,Power,DC Power,Malfunctioning,"MALFUNCATION RECTIFIER CSU WAS RESET DL 1708, RH 13925",Incident,Platinum COLO,Silver,NORTH WEST,28674878_2024-07-15 07:04:00
28673001,Closed,Major,SITE DOWN @ KD6115,KD0395,I-ENG,402238,Birnin Gwari,Emmanuel Okolo,15/07/2024 05:10,15/07/2024 06:25,74.99999999301508,1.249999999883585,<2hrs,Power,DG Fault,Smart Batteries,"FAULTY BATTERY TERMINAL WAS REPLACED AND DG POWERED DL 718, RH 9771",Incident,Platinum COLO,Silver,NORTH WEST,28673001_2024-07-15 05:10:00
28671039,Closed,Major,SITE DOWN@NI0124 +SUBS,NI0124,I-ENG,403471,Mokwa,Yusuf Abdullahi,15/07/2024 01:45,15/07/2024 05:08,203.0000000016298,3.383333333360497,2hrs - 4hrs,Power,Theft,DC Cable Theft,"DC cables theft from the rectifier. DC cable replaced and DG powered to restore service._x000D_
DL:2469_x000D_
GRH:3132",Incident,Platinum,Platinum,NORTH WEST,28671039_2024-07-15 01:45:00
28670392,Closed,Major,SITE DOWN @ KG0024,KG0024,I-ENG,402328,Okene,Uche Obasi,15/07/2024 00:00,15/07/2024 00:54,53.99999999790453,0.8999999999650754,<2hrs,Power,DG Fault,Contactor Fault,"Freeze gave contactor Was Worked On DL 1164, RH 3946",Incident,Silver,Silver,NORTH WEST,28670392_2024-07-15 00:00:00
28668548,Closed,Major,SITE DOWN@NI0569,NI0569,I-ENG,627012,Tegina,Yusuf Abdullahi,15/07/2024 00:00,15/07/2024 06:41,400.99999999743886,6.683333333290648,>4hrs,Power,DG Fault,AVR Fault,"RS RAPHEAL CONFIRMED FAULTY AVR, IT WAS POWERCYCLED_x000D_
DL;700_x000D_
GRH:21133",Incident,Silver,Silver,NORTH WEST,28668548_2024-07-15 00:00:00
28730487,Closed,Major,SITE DOWN@AB1247,AB1247,I-ENG,408112,Apo,Uche Obasi,16/07/2024 23:30,16/07/2024 23:35,5.000000005820766,0.083333333,<2hrs,Power,DG Fault,DG Hard Start,"HYBRID  SYNC FAILURE DUE TO DG FAIL TO START ALARM, IT WAS CLEARED AND DG POWERED, DL : 788L ; RH : 6005",Incident,Silver,Silver,NORTH WEST,28730487_2024-07-16 23:30:00
28730048,Closed,Major,SITE DOWN AT NI0287,NI0287,I-ENG,403499,Minna 2,Yusuf Abdullahi,16/07/2024 23:14,16/07/2024 23:51,37.00000000535511,0.6166666667559184,<2hrs,Power,DG Fault,DG Oil,"DG LOW OIL   PRESSURE DUE TO LOW OIL LEVEL, OIL WAS TOPPED, DG POWERED. DL=1135L DGRH=16981",Incident,Platinum COLO,Silver,NORTH WEST,28730048_2024-07-16 23:14:00
28730278,Closed,Major,SITE DOWN@KN0106,KN0106,I-ENG,402493,Kano 4,Usman Shaibu,16/07/2024 23:04,16/07/2024 23:44,40.00000000465661,0.6666666667442769,<2hrs,Power,DG Fault,Snapped DG Fan belt,DG CUT FAN BELT/ FAN BELT WAS REPLACED AND DG POWERED/ DL 1572L RH 12688,Incident,Platinum COLO,Silver,NORTH EAST,28730278_2024-07-16 23:04:00
28729320,Closed,Major,SITE DOWN AT KT0082,KT0082,I-ENG,402627,Katsina 2,Ibrahim Lawan,16/07/2024 22:06,16/07/2024 22:49,43.00000000395812,0.7166666667326353,<2hrs,Power,DC Power,LIB Fault|Faulty LIBs,FAULTY LIB ALARM WAS CLEARED,Incident,Platinum COLO,Gold,NORTH WEST,28729320_2024-07-16 22:06:00
28729232,Closed,Major,SITE DOWN AT NI0390,NI0390,I-ENG,403532,Suleja,Yusuf Abdullahi,16/07/2024 22:01,16/07/2024 23:56,114.9999999976717,1.9166666666278616,<2hrs,Power,DG Fault,DG Starter Battery Fault,"LOOSE DG BATTERY TERMINALS WERE RE-TIGHTENED, DG POWERED. DL=651L DGRH=9615",Incident,Silver,Silver,NORTH WEST,28729232_2024-07-16 22:01:00
28728423,Closed,Major,SITE DOWN@KN0665,KN1818,I-ENG,406909,Kano 2,Usman Shaibu,16/07/2024 21:53,16/07/2024 22:34,40.99999999743886,0.6833333332906477,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS SERVICED /DL 436L, RH 12817",Incident,Platinum COLO,Silver,NORTH EAST,28728423_2024-07-16 21:53:00
28727759,Closed,Major,SITE DOWN AT JG0235,JG0235,I-ENG,402043,Hadeija,Usman Shaibu,16/07/2024 20:46,16/07/2024 21:58,72.00000000419095,1.2000000000698492,<2hrs,Power,DG Fault,DG Starter Battery Fault,"TEAM CONFIRMED WEAK DG BATTERY, EXTERNAL BATTERY WAS USED, SITE RESTORED. DL=570L DGRH=493",Incident,Silver,Silver,NORTH EAST,28727759_2024-07-16 20:46:00
28723600,Closed,Major,SITE DOWN AT KD0110,KD0110,I-ENG,402216,Kaduna Town,Emmanuel Okolo,16/07/2024 17:52,16/07/2024 18:28,36.00000000209548,0.6000000000349246,<2hrs,Power,DG Fault,Hybrid Fault,"HYBRID  SYNC FAILURE DUE TO DG FAIL TO START ALARM, IT WAS CLEARED AND DG POWERED, DL : 947 ; RH : 9932",Incident,Platinum COLO,Silver,NORTH WEST,28723600_2024-07-16 17:52:00
28723649,Closed,Major,SITE DOWN AT KG0023,KG0023,I-ENG,402327,Lokoja,Uche Obasi,16/07/2024 17:51,16/07/2024 18:57,65.99999999511056,1.0999999999185093,<2hrs,Power,DG Fault,Radiator Leakages,FAULTY RADIATOR  WAS WORKED ON  AND DG POWERED DL 1140. RH 6176,Incident,Platinum,Platinum,NORTH WEST,28723649_2024-07-16 17:51:00
28721444,Closed,Major,SITE DOWN AT KN0011,KN0011,I-ENG,402410,Sabon Gari,Usman Shaibu,16/07/2024 16:57,16/07/2024 17:56,58.99999999324791,0.9833333332207984,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS WORKED ON_x000D_
DL   230  RH  7186",Incident,Platinum COLO,Platinum,NORTH EAST,28721444_2024-07-16 16:57:00
28714023,Closed,Major,SITE DOWN AT AB1348,AB1348,I-ENG,627185,"G/Lada
",Uche Obasi,16/07/2024 13:00,16/07/2024 13:51,50.999999998603016,0.8499999999767169,<2hrs,Power,DG Fault,DG Starter Battery Fault,"WEAK DG  BATTERY, EXTERNAL BATTERY WAS USED TO POWER DG/ DL 1073L  RH 3251",Incident,Silver,Silver,NORTH WEST,28714023_2024-07-16 13:00:00
28712277,Closed,Major,SITE DOWN AT KN1818 (MTN),KN1818,I-ENG,406909,Kano 2,Usman Shaibu,16/07/2024 12:08,16/07/2024 12:54,45.99999999278225,0.7666666665463708,<2hrs,Power,DC Power,LIB Fault|Faulty LIBs,"FAULTY LIB ALARM WAS CLEARED AND DG POWERED_x000D_
DL  405  RH  12808",Incident,Platinum COLO,Silver,NORTH EAST,28712277_2024-07-16 12:08:00
28707957,Closed,Major,SITE DOWN AT KD0857,KD0857,I-ENG,408163,Kachia Road,Emmanuel Okolo,16/07/2024 10:21,16/07/2024 11:01,39.999999994179234,0.6666666665696539,<2hrs,Power,DG Fault,DG Panel Alarms,DG GCB ALARM WAS CLEARED AND DG POWERED DL 1140 DGRH 12842,Incident,Platinum COLO,Silver,NORTH WEST,28707957_2024-07-16 10:21:00
28704189,Closed,Major,SITE DOWN@KN0326,KN0326,I-ENG,402549,Kano 2,Usman Shaibu,16/07/2024 08:26,16/07/2024 10:24,117.9999999969732,1.966666667,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR PUMP WAS WORKED ON_x000D_
DL  320  RH  8525",Incident,Platinum COLO,Silver,NORTH EAST,28704189_2024-07-16 08:26:00
28700133,Closed,Major,SITE DOWN @ KG0086,KG0086,I-ENG,402370,Lokoja,Uche Obasi,16/07/2024 06:31,16/07/2024 07:30,59.00000000372529,0.9833333333954216,<2hrs,Power,DC Power,DC Cable Fault|Burnt DC Cable,"BURNT DC LOAD CABLE WAS RETERMINATED DL 217, RH 4760",Incident,Platinum,Platinum,NORTH WEST,28700133_2024-07-16 06:31:00
28698445,Closed,Major,SITE DOWN@NI0064,NI0064,I-ENG,403450,Kontagora2,Yusuf Abdullahi,16/07/2024 05:45,16/07/2024 06:24,39.00000000139698,0.6500000000232831,<2hrs,Power,DG Fault,Fuel System Fault,DG speed control fault was worked on,Incident,Platinum COLO,Gold,NORTH WEST,28698445_2024-07-16 05:45:00
28698609,Closed,Major,SITE DOWN@KN0372,KN0372,I-ENG,402571,Kano 4,Usman Shaibu,16/07/2024 05:45,16/07/2024 07:09,84.00000000139698,1.400000000023283,<2hrs,Power,DG Fault,Fuel System Fault,FUEL LINE  BLOCKAGE WAS CLEARED,Incident,Platinum COLO,Silver,NORTH EAST,28698609_2024-07-16 05:45:00
28698060,Closed,Major,SITE DOWN @ KD1107,KD1107,I-ENG,405670,Zaria 2,Emmanuel Okolo,16/07/2024 04:24,16/07/2024 05:58,94.00000000256114,1.5666666667093525,<2hrs,Power,DG Fault,Battery Fault,"LOSS  DG  BATTERY TERMINAL WAS  ADJUSTED DL 1241, RH 1561",Incident,Silver,Silver,NORTH WEST,28698060_2024-07-16 04:24:00
